"Título","Actividad","Temática","Dirección","Teléfono","e-mail","Web","Otros","UAP","Tipo de recurso","Población diana","Zona Accción","Dirección: coordenadas","Modificado por"
"ArrigoKorrika","Grupo de mujeres corredoras de Arrigorriaga que promueve la práctica del running como actividad saludable, inclusiva y comunitaria, especialmente entre mujeres de distintas edades.

Cuota anual 30 euros.","[""Actividad física"",""Mujeres""]",,,,,"ENTRENAMIENTOS
- Grupo iniciación: martes y jueves de 18:30 a 19:30h.
- Grupo perfeccionamiento: martes y jueves de 19:30 a 20:30h.
- Si empiezas de cero: los miércoles de 18 a 19h.","[""Arrigorriaga""]","[""Asociación""]",,"Provincial",,"LAURA MARTIN SANCHEZ"
"Ayuntamiento de Bermeo - Cultura",,"[""Cultura, ocio y naturaleza""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x529191027?setLang=es-ES"",""DisplayName"":""Ayuntamiento de Bermeo"",""Address"":{""Street"":""Pl. Arana Goiri tar Sabinen, 1"",""City"":""Bermeo"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48370"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.4203,""Longitude"":-2.72295}}","946.179.100",,"https://www.bermeo.eus/index.html?L=2",,"[""Bermeo""]","[""Institucion""]",,"Local","Point (-2.72295 43.4203)","MARINA CIFUENTES GARCIA"
"Lamiaena","Casa de las Mujeres","[""Mujeres""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Urgoiti Pasalekua 8"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","747.444.898","lamiaena@arrigorriaga.eus​","https://www.arrigorriaga.eus/es-ES/Atuservicio/Igualdad/Paginas/lamiaena.aspx",,"[""Arrigorriaga""]","[""Institucion""]",,,,"LAURA MARTIN SANCHEZ"
"Ayuntamiento de Arrigorriaga",,"[""Población general""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Paseo Urgoiti Kalea 57"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.020.200","haz-sac@arrigorriaga.eus","https://www.arrigorriaga.eus/es-es/Paginas/default.aspx",,"[""Arrigorriaga""]","[""Institucion""]",,"Local",,"LAURA MARTIN SANCHEZ"
"Ayuntamiento Llodio",,"[""Población general""]",,"944.034.800",,"https://www.laudio.eus/",,"[""Llodio""]","[""Institucion""]",,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Radio Llodio","Ayuda a difundir la información","[""Población general""]",,"682.822.043","informativos_llodio@yahoo.es","https://radiollodio.com/category/noticias/",,"[""Aiara"",""Llodio""]","[""Institucion""]",,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Aiaraldea kooperativa","Ámbitos de actuación: acción social, promoción del euskera, cultura, ocio, igualdad de
género y soberanía alimentaria",,"{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Errotari kalea, Pab. 4-8, Llodio"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","688.625.366","kudeaketa@aiaraldea.eus","http://www.faktoria.eus",,"[""Llodio""]",,,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Afaraba","El programa AUPA se desarrolla en distintas cuadrillas de Álava y llegará a Amurrio en
2025. Su objetivo es la detección precoz de deterioro cognitivo o demencia y la mejora del
rendimiento cerebral en personas del medio rural, mediante talleres de 10 sesiones
impartidas por profesionales.","[""Personas Mayores"",""Enfermedades crónicas"",""Salud mental/Bienestar emocional""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Avda. Budapest 29, bajo bis Vitoria-Gasteiz"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","945.246.004","contacto@afaraba.org","http://www.afaraba.org",,"[""Aiara""]","[""Asociación""]",,"Provincial",,"ANDREA ALVAREZ MARTINEZ"
"Etxebarriko ludoteak ","espacio diseñado para el juego y el aprendizaje de niños y niñas y donde se ofrecen actividades lúdicas y educativas para estimular la creatividad, la imaginación y el desarrollo integral de los niños y niñas.","[""Infancia""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""metakal kalea "",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","747.414.518","ludoteka@harribide.org ",,"Hay otra ludoteca en san antonio :
andaluzia kalea 3","[""Etxebarri""]","[""Institucion""]",,"Local",,"PAULA GARCIA CRESPO"
"Hogar del Jubilado Bekoa ","espacio de reunión de personas de edad avanzada ","[""Salud comunitaria"",""Personas Mayores""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Calle Antonio Epalza 3 Bajo"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.494.712",,,,"[""Etxebarri""]","[""Asociación""]",,"Local",,"PAULA GARCIA CRESPO"
"Hogar del Jubilado Goikoa ","espacio de reunión ","[""Personas Mayores"",""Salud comunitaria""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Calle Santa Marina 11"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.494.600","etxebarribekoa@gmail.com ",,"Fundamentalmente estrechar los lazos de amistad, entre las personas que se encuentren en situación de jubilados y pensionistas, ayudarse mutuamente y contribuir a las mejoras sociales, artísticas y recreativas que las instituciones ponen a nuestro alcance, tanto en nuestros locales como fuera de ellos","[""Etxebarri""]","[""Asociación""]",,"Local",,"PAULA GARCIA CRESPO"
"Galdakaoko Triatloi Taldea",,"[""Juventud"",""Cultura, ocio y naturaleza""]",,,,"https://www.instagram.com/triathlongaldakao/?hl=en","Galdakaoko triatloi taldea duela urte batzuk sortu zen talde herrikoi gisa, eta gaur egun 50 partaide dituen talde bat da","[""Galdakao""]","[""Asociación""]",,,,"PAULA GARCIA CRESPO"
"Berde bizi ",,"[""Juventud""]",,,,,"Jóvenes que cuidan el medio ambiente ",,"[""Asociación""]",,,,"PAULA GARCIA CRESPO"
"LANBIDE EKIMENAK FP GERNIKA",,,"{""EntityType"":null,""LocationUri"":null,""DisplayName"":""Alhondiga, 6B Gernika"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","946.255.758","zuzendari@lanbide-ekimenak.eus",,,"[""Gernika""]",,,,,"MARINA CIFUENTES GARCIA"
"LA MILAGROSA",,,"{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x14725306379350402754?setLang=es-ES"",""DisplayName"":""Colegio La Milagrosa Ikastetxea"",""Address"":{""Street"":""Lezeagabide 2"",""City"":""Llodio"",""State"":""Álava"",""CountryOrRegion"":""ES"",""PostalCode"":""01400"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1473,""Longitude"":-2.9677}}","946.720.701","idazkaritza@lamilagrosalaudio.eus","https://osakidetza-my.sharepoint.com/?login_hint=marina%2Ecifuentesgarcia%40osakidetza%2Eeus&source=waffle",,"[""Llodio""]",,,,"Point (-2.9677 43.1473)","ANDREA ALVAREZ MARTINEZ"
"Consejo de Personas Mayores","Actividades dedicadas a la 3ª edad","[""Personas Mayores""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Intxaurdio Kalea, 2"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","945.891.161",,"https://udala.amurrio.eus/cas/servicios/personas-mayores/consejo-sectorial-de-personas-mayores",,"[""Aiara""]",,,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Mancomunidad de Lea-Artibai","Servicios Sociales de Base con acceso a: Servicios sociales para personas mayores, ayuda a domicilio, familia y menores, familias cuidadoras, educación callejera a los jóvenes, tramitaciones, prestaciones económicas y técnicas.
Además, iniciativas en el p","[""Población general""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x14272652905713528768?setLang=es-ES"",""DisplayName"":""Patrokua Jauregia"",""Address"":{""Street"":""13,Avenida De Xemein"",""City"":""Markina-Xemein"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48270"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2673,""Longitude"":-2.49477}}","946.169.068","mankomunitatea@lea-artibai.org","https://www.lea-artibai.org/eu-ES/Orriak/default.aspx",,"[""Markina"",""Ondarroa"",""Lekeitio"",""Gernikaldea""]","[""Institucion""]",,"Local","Point (-2.49477 43.2673)","CESAR ENRIQUE PINARGOTE GAVILANES"
"Ursula Donea","Asociación de mayores de Mañaria","[""Personas Mayores""]","{""EntityType"":""PostalAddress"",""LocationUri"":""https://www.bingapis.com/api/v6/geoentities?streetaddress=Calle+de+Andra+Mari%2c+1&locality=Ma%c3%b1aria&subregion=Vizcaya&region=Pa%c3%ads+Vasco+%2f+Euskadi&postalcode=48212&country=Espa%c3%b1a&setLang=es-ES%2ces-es&count=1"",""DisplayName"":""Calle de Andra Mari, 1"",""Address"":{""Street"":""Calle de Andra Mari, 1"",""City"":""Mañaria"",""State"":""País Vasco / Euskadi"",""CountryOrRegion"":""España"",""PostalCode"":""48212"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":null,""Longitude"":null}}","946.811.235",,"https://www.xn--maaria-xwa.eus/es-ES/ciudadania/Asociaciones/Paginas/UrsulaDonea.aspx",,"[""Durango""]","[""Asociación""]",,"Local",,"CESAR ENRIQUE PINARGOTE GAVILANES"
"KARMENGO AMA",,,"{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x15380001028289281464?setLang=es-ES"",""DisplayName"":""KARMENGO AMA"",""Address"":{""Street"":""Calle de Sabino Arana 24"",""City"":""Amorebieta-Etxano"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48340"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2183,""Longitude"":-2.73595}}","946.730.935","cmtkarmengo@karmengoama.eus; cmtidazkaritza@karmengoama.eus","https://www.karmengoama.eus/",,"[""Amorebieta""]",,,,"Point (-2.73595 43.2183)","CESAR ENRIQUE PINARGOTE GAVILANES"
"LARREA",,,"{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13904643764962110456?setLang=es-ES"",""DisplayName"":""Colegio Larrea Eskola"",""Address"":{""Street"":""Lugar Barrio Larra, 12t, 48340, Bizkaia, Spain"",""City"":""Amorebieta-Etxano"",""State"":""País Vasco"",""CountryOrRegion"":""España"",""PostalCode"":""48340"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2281,""Longitude"":-2.73747}}","946.730.430","014920aa@hezkuntza.net","https://amorebietalarrea.hezkuntza.net/es/",,"[""Amorebieta""]",,,,"Point (-2.73747 43.2281)","CESAR ENRIQUE PINARGOTE GAVILANES"
"Asociación Aurreraka","Asociación de mujeres de Amurrio","[""Mujeres""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Landako 8, Amurrio"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","688.716.252","amaurreraka@gmail.com",,,"[""Aiara""]","[""Asociación""]",,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Ayuntamiento Galdakao - Personas mayores ","lunes, miércoles y viernes de 10:00 a 13:30 horas; jueves de 16:00 a 18:00 horas","[""Personas Mayores"",""Personas cuidadoras""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""pontxi zabala 3A"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.010.545",,"https://www.galdakao.eus/personas-mayores",,"[""Galdakao""]","[""Institucion""]",,"Local",,"MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Movilidad y Transporte",,"[""Otro""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x520667340?setLang=es-ES"",""DisplayName"":""Ayuntamiento de Galdakao"",""Address"":{""Street"":""Calle Torreondo 0"",""City"":""Usansolo"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2311,""Longitude"":-2.84003}}","944.010.590",,"https://www.galdakao.eus/movilidad-transporte",,"[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84003 43.2311)","MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Deportes ",,"[""Actividad física"",""Población general""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13523564981112296948?setLang=es-ES"",""DisplayName"":""Torrezabal Kultur Etxea"",""Address"":{""Street"":""Calle De Euskadi, S/n"",""City"":""Galdakao"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2298,""Longitude"":-2.84421}}","944.010.572",,"https://www.galdakao.eus/oferta-deportiva",,"[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84421 43.2298)","MARINA CIFUENTES GARCIA"
"Ayuntamineto Galdakao - Servicio de Euskera",,"[""Población general"",""Formación""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""muguru kalea 6-1"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.566.174",,"https://www.galdakao.eus/euskaltegi-municipal",,"[""Galdakao""]","[""Institucion""]",,"Local",,"MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Participación Ciudadano","De lunes a viernes de 9:00 a 13:30 horas","[""Población general"",""Cultura, ocio y naturaleza"",""Salud comunitaria""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x520667340?setLang=es-ES"",""DisplayName"":""Ayuntamiento de Galdakao"",""Address"":{""Street"":""Calle Torreondo 0"",""City"":""Usansolo"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2311,""Longitude"":-2.84003}}","944.010.583",,"https://www.galdakao.eus/participacion-ciudadana","Localización: Ayuntamiento Galdakao 1ª planta","[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84003 43.2311)","MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Urbanismo",,"[""Otro""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x520667340?setLang=es-ES"",""DisplayName"":""Ayuntamiento de Galdakao"",""Address"":{""Street"":""Calle Torreondo 0"",""City"":""Usansolo"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2311,""Longitude"":-2.84003}}","944.010.566",,"https://www.galdakao.eus/urbanismo-obras","944010590 (control y disciplina urbanistica) 
Localización: Ayuntamiento Galdakao 2ª planta","[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84003 43.2311)","MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Educación",,"[""Cultura, ocio y naturaleza"",""Juventud"",""Población general""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13523564981112296948?setLang=es-ES"",""DisplayName"":""Torrezabal Kultur Etxea"",""Address"":{""Street"":""Calle De Euskadi, S/n"",""City"":""Galdakao"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2298,""Longitude"":-2.84421}}",,,"https://www.galdakao.eus/programas-educacion",,"[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84421 43.2298)","MARINA CIFUENTES GARCIA"
"Ayuntamiento Galdakao - Cultura ",,"[""Cultura, ocio y naturaleza""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13523564981112296948?setLang=es-ES"",""DisplayName"":""Torrezabal Kultur Etxea"",""Address"":{""Street"":""Calle De Euskadi, S/n"",""City"":""Galdakao"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48960"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2298,""Longitude"":-2.84421}}",,,"https://www.galdakao.eus/cultura",,"[""Galdakao""]","[""Institucion""]",,"Local","Point (-2.84421 43.2298)","MARINA CIFUENTES GARCIA"
"Asociación Kuéntame","Nos preocupamos especialmente por las personas que bien por estar en un país que no es el suyo, o por motivo de su edad, se encuentran en una situación vulnerable o en riesgo de aislamiento social.  ","[""Mujeres""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""C/ Las escuelas n.º 9, bajo. 01001 Vitoria/Gasteiz"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","649.468.699",,,,"[""Llodio""]","[""Asociación""]",,"Provincial",,"ANDREA ALVAREZ MARTINEZ"
"Ayuntamiento de Llodio","Gestión municipio","[""Otro""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Herriko plaza s/n Llodio"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.034.800","alkatetza@laudiokoudala.net","https://www.laudio.eus",,"[""Llodio""]","[""Institucion""]",,"Local",,"ANDREA ALVAREZ MARTINEZ"
"Ayuntamiento de Basauri",,"[""Población general""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x10712061826205946419?setLang=es-ES"",""DisplayName"":""Ayuntamiento de Basauri"",""Address"":{""Street"":""Calle Kareaga Goikoa, 52"",""City"":""Basauri"",""State"":""Vizcaya"",""CountryOrRegion"":""España"",""PostalCode"":""48970"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2354,""Longitude"":-2.89151}}","944.666.300","haz@basauri.eus","https://www.basauri.eus/es","Actualmente tengo contacto con Ana Badiola (programa Zainduz) y con Nuria Girón y Amaia Beitia (mesa intersectorial de VG).","[""Basauri Ariz"",""Basauri Kareaga""]","[""Institucion""]",,"Local","Point (-2.89151 43.2354)","LAURA MARTIN SANCHEZ"
"Ayuntamiento de llodio- Participación ciudadana","Gestiona y promueve la participación ciudadna en el municipio","[""Población general""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""Plaza Herriko s/n, Llodio"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.034.480","i.sanchez@laudio.eus","https://www.laudio.eus/es/ciudadania/participacion-ciudadana/portal-de-participacion-ciudadana",,"[""Llodio""]","[""Institucion""]",,"Local",,"ANDREA ALVAREZ MARTINEZ"
